Page Name,English Text,pl,th,fr,de,lv,sk,km,es,pt,nl
NEW - Create/Edit Assignment Wizard (teacher-to-student),Add content item/sequence,Dodaj element/sekwencję treści,เพิ่มรายการเนื้อหา/ลำดับ,Ajouter un élément de contenu/une séquence,Inhaltselement/-sequenz hinzufügen,Pievienojiet satura vienumu/secību,Pridať položku/sekvenciu obsahu,បន្ថែមធាតុមាតិកា / លំដាប់,Agregar elemento/secuencia de contenido,Adicionar item/sequência de conteúdo,Voeg inhoudsitem/reeks toe
NEW - Create/Edit Assignment Wizard (teacher-to-student),Drag and drop item from the explore page or create new ones,Przeciągnij i upuść element ze strony eksploracji lub utwórz nowy,ลากและวางรายการจากหน้าสำรวจหรือสร้างรายการใหม่,Faites glisser et déposez un élément depuis la page d'exploration ou créez-en de nouveaux.,Ziehen Sie Elemente per Drag-and-Drop von der Erkundungsseite oder erstellen Sie neue,Velciet un nometiet vienumu no izpētes lapas vai izveidojiet jaunus,Presuňte položku zo stránky prieskumu alebo vytvorte novú,អូស និងទម្លាក់ធាតុពីទំព័ររុករក ឬបង្កើតធាតុថ្មី។,Arrastre y suelte elementos desde la página de exploración o cree otros nuevos,Arraste e solte um item da página de exploração ou crie novos,"Sleep items van de verkenningspagina en zet ze neer, of maak nieuwe items"
NEW - Create/Edit Assignment Wizard (teacher-to-student),e.g. Mathematics Quiz - Fractions,np. Quiz matematyczny - Ułamki zwykłe,เช่น แบบทดสอบคณิตศาสตร์ - เศษส่วน,par ex. Quiz Mathématiques - Fractions,z.B. Mathematik-Quiz – Brüche,piem. Matemātikas viktorīna – daļskaitļi,napr. Matematický kvíz – zlomky,ឧ. កម្រងសំណួរគណិតវិទ្យា - ប្រភាគ,por ej. Prueba de matemáticas: fracciones,por exemplo Questionário de Matemática - Frações,bijv. Wiskundequiz - Breuken
NEW - Create/Edit Assignment Wizard (teacher-to-student),Instructions,Instrukcje,คำแนะนำ,Instructions,Anweisungen,Norādījumi,Pokyny,សេចក្តីណែនាំ,Instrucciones,Instruções,Instructies
NEW - Create/Edit Assignment Wizard (teacher-to-student),Provide detailed instructions for students,Podaj szczegółowe instrukcje dla uczniów,ให้คำแนะนำโดยละเอียดแก่นักเรียน,Fournir des instructions détaillées aux étudiants,Geben Sie den Schülern detaillierte Anweisungen,Sniedziet studentiem detalizētus norādījumus,Poskytnite študentom podrobné pokyny,ផ្តល់ការណែនាំលម្អិតសម្រាប់សិស្ស,Proporcionar instrucciones detalladas para los estudiantes.,Forneça instruções detalhadas para os alunos,Geef gedetailleerde instructies voor studenten
NEW - Create/Edit Assignment Wizard (teacher-to-student),Due date (Optional),Termin płatności (opcjonalnie),วันครบกำหนด (ไม่บังคับ),Date d'échéance (facultatif),Fälligkeitsdatum (optional),Izpildes datums (neobligāti),Dátum splatnosti (voliteľné),កាលបរិច្ឆេទផុតកំណត់ (ជាជម្រើស),Fecha de vencimiento (opcional),Data de vencimento (opcional),Vervaldatum (optioneel)
NEW - Create/Edit Assignment Wizard (teacher-to-student),Due time (Optional),Termin realizacji (opcjonalnie),เวลาครบกำหนด (ไม่บังคับ),Délai (facultatif),Fälligkeitszeit (optional),Izpildes laiks (pēc izvēles),Termín (voliteľné),ដល់ពេលកំណត់ (ស្រេចចិត្ត),Hora de vencimiento (opcional),Prazo de vencimento (opcional),Vervaltijd (optioneel)
NEW - Create/Edit Assignment Wizard (teacher-to-student),Current item/sequence,Bieżący element/sekwencja,รายการ/ลำดับปัจจุบัน,Élément/séquence actuel,Aktueller Artikel/Reihenfolge,Pašreizējais vienums/secība,Aktuálna položka/sekvencia,ធាតុបច្ចុប្បន្ន / លំដាប់,Elemento/secuencia actual,Item/sequência atual,Huidig item/reeks
NEW - Create/Edit Assignment Wizard (teacher-to-student),Preview,Podgląd,ดูตัวอย่าง,Aperçu,Vorschau,Priekšskatījums,Ukážka,មើលជាមុន,Vista previa,Visualização,Voorbeeld
NEW - Create/Edit Assignment Wizard (teacher-to-student),No items added yet,Nie dodano jeszcze żadnych elementów,ยังไม่มีรายการเพิ่ม,Aucun élément ajouté pour l'instant,Es wurden noch keine Artikel hinzugefügt,Vēl nav pievienots neviens vienums,Zatiaľ neboli pridané žiadne položky,មិនមានធាតុបន្ថែមនៅឡើយទេ,Aún no se han añadido elementos,Nenhum item adicionado ainda,Nog geen artikelen toegevoegd
NEW - Create/Edit Assignment Wizard (teacher-to-student),Allow late submissions,Zezwalaj na spóźnione zgłoszenia,ขออนุญาติส่งล่าช้า,Autoriser les soumissions tardives,Erlauben Sie verspätete Einreichungen,Atļaut novēlotu iesniegšanu,Povoliť neskoré odoslania,អនុញ្ញាតឱ្យដាក់ស្នើយឺត,Permitir envíos tardíos,Permitir envios tardios,Laattijdige inzendingen toestaan
NEW - Create/Edit Assignment Wizard (teacher-to-student),Students can submit after due date,Studenci mogą składać prace po terminie,นักศึกษาสามารถส่งได้หลังจากวันครบกำหนด,Les étudiants peuvent soumettre après la date limite,Studierende können ihre Unterlagen nach Ablauf der Frist einreichen,Studenti var iesniegt pēc noteiktā termiņa,Študenti sa môžu prihlásiť po termíne,សិស្ស​អាច​ដាក់​ពាក្យ​បន្ទាប់​ពី​កាល​បរិច្ឆេទ​កំណត់,Los estudiantes pueden enviar después de la fecha límite.,Os alunos podem enviar após a data de vencimento,Studenten kunnen na de deadline inleveren
NEW - Create/Edit Assignment Wizard (teacher-to-student),Maximum attempts,Maksymalne próby,ความพยายามสูงสุด,Tentatives maximales,Maximale Versuche,Maksimālais mēģinājumu skaits,Maximálny počet pokusov,ការប៉ុនប៉ងអតិបរមា,Intentos máximos,Máximo de tentativas,Maximale pogingen
NEW - Create/Edit Assignment Wizard (teacher-to-student),1 attempt,1 próba,1 ครั้ง,1 tentative,1 Versuch,1 mēģinājums,1 pokus,1 ការប៉ុនប៉ង,1 intento,1 tentativa,1 poging
NEW - Create/Edit Assignment Wizard (teacher-to-student),2 attempts,2 próby,2 ครั้ง,2 tentatives,2 Versuche,2 mēģinājumi,2 pokusy,2 ការប៉ុនប៉ង,2 intentos,2 tentativas,2 pogingen
NEW - Create/Edit Assignment Wizard (teacher-to-student),3 attempts,3 próby,ความพยายาม 3 ครั้ง,3 tentatives,3 Versuche,3 mēģinājumi,3 pokusy,3 ការប៉ុនប៉ង,3 intentos,3 tentativas,3 pogingen
NEW - Create/Edit Assignment Wizard (teacher-to-student),Unlimited,Nieograniczony,ไม่จำกัด,Illimité,Unbegrenzt,Neierobežots,Neobmedzené,គ្មានដែនកំណត់,Ilimitado,Ilimitado,Onbeperkt
NEW - Create/Edit Assignment Wizard (teacher-to-student),Feedback timing,Czas na informację zwrotną,ระยะเวลาการตอบรับ,Calendrier des commentaires,Feedback-Timing,Atsauksmes laiks,Načasovanie spätnej väzby,ពេលវេលាផ្តល់យោបល់,Tiempo de retroalimentación,Tempo de feedback,Feedbacktiming
NEW - Create/Edit Assignment Wizard (teacher-to-student),At the end,Na koniec,ในตอนท้าย,A la fin,Am Ende,Beigās,Na konci,នៅចុងបញ្ចប់,al final,No final,Aan het einde
NEW - Create/Edit Assignment Wizard (teacher-to-student),After each question,Po każdym pytaniu,หลังจากแต่ละคำถาม,Après chaque question,Nach jeder Frage,Pēc katra jautājuma,Po každej otázke,បន្ទាប់ពីសំណួរនីមួយៗ,Después de cada pregunta,Depois de cada pergunta,Na elke vraag
NEW - Create/Edit Assignment Wizard (teacher-to-student),Never,Nigdy,ไม่เคย,Jamais,Niemals,Nekad,Nikdy,មិនដែល,nunca,Nunca,Nooit
NEW - Create/Edit Assignment Wizard (teacher-to-student),Shuffle questions,Pomieszaj pytania,สุ่มคำถาม,Mélanger les questions,Mischen Sie die Fragen,Sajaukt jautājumus,Miešajte otázky,សួរសំណួរ,Preguntas aleatorias,Perguntas aleatórias,Schud vragen
NEW - Create/Edit Assignment Wizard (teacher-to-student),Randomize question order for each student,Losuj kolejność pytań dla każdego ucznia,สุ่มลำดับคำถามสำหรับนักเรียนแต่ละคน,Ordre aléatoire des questions pour chaque élève,Randomisieren Sie die Reihenfolge der Fragen für jeden Schüler,Izlases kārtībā katram skolēnam izveidojiet jautājumu secību,Náhodné poradie otázok pre každého študenta,កំណត់លំដាប់សំណួរដោយចៃដន្យសម្រាប់សិស្សម្នាក់ៗ,Orden aleatorio de las preguntas para cada estudiante,Randomize a ordem das perguntas para cada aluno,Willekeurige vraagvolgorde voor elke leerling
NEW - Create/Edit Assignment Wizard (teacher-to-student),Show correct answers,Pokaż prawidłowe odpowiedzi,แสดงคำตอบที่ถูกต้อง,Afficher les bonnes réponses,Richtige Antworten anzeigen,Parādiet pareizās atbildes,Ukážte správne odpovede,បង្ហាញចម្លើយត្រឹមត្រូវ។,Mostrar respuestas correctas,Mostrar respostas corretas,Toon de juiste antwoorden
NEW - Create/Edit Assignment Wizard (teacher-to-student),Display correct answers after submission,Wyświetl prawidłowe odpowiedzi po przesłaniu,แสดงคำตอบที่ถูกต้องหลังจากส่ง,Afficher les bonnes réponses après la soumission,Zeigen Sie nach dem Absenden die richtigen Antworten an,Parādiet pareizās atbildes pēc iesniegšanas,Po odoslaní zobrazte správne odpovede,បង្ហាញចម្លើយត្រឹមត្រូវបន្ទាប់ពីការបញ្ជូន,Mostrar respuestas correctas después del envío,Exibir respostas corretas após o envio,Geef de juiste antwoorden weer na indiening
NEW - Create/Edit Assignment Wizard (teacher-to-student),Teacher notes (private),Notatki nauczyciela (prywatne),บันทึกของครู (ส่วนตัว),Notes du professeur (privées),Lehrernotizen (privat),Skolotāju piezīmes (privātas),Poznámky učiteľa (súkromné),កំណត់ចំណាំរបស់គ្រូ (ឯកជន),Notas del profesor (privado),Notas do professor (privadas),Aantekeningen voor de docent (privé)
NEW - Create/Edit Assignment Wizard (teacher-to-student),Add private notes for your reference...,Dodaj prywatne notatki w celach informacyjnych...,เพิ่มบันทึกส่วนตัวสำหรับการอ้างอิงของคุณ...,Ajoutez des notes privées pour votre référence...,Fügen Sie private Notizen als Referenz hinzu ...,Pievienojiet privātas piezīmes savai atsaucei...,Pridajte súkromné poznámky pre vašu referenciu...,បន្ថែមកំណត់ចំណាំឯកជនសម្រាប់ឯកសារយោងរបស់អ្នក...,Agregue notas privadas para su referencia...,Adicione notas privadas para sua referência...,Voeg privénotities toe ter referentie...
NEW - Create/Edit Assignment Wizard (teacher-to-student),Assign to,Przypisz do,มอบหมายให้,Attribuer à,Zuordnen zu,Piešķirt,Priradiť komu,ចាត់តាំងទៅ,Asignar a,Atribuir a,Toewijzen aan
NEW - Create/Edit Assignment Wizard (teacher-to-student),Search group(s),Przeszukaj grupy,กลุ่มการค้นหา,Groupe(s) de recherche,Suchgruppe(n),Meklēt grupu(-as),Hľadať skupiny,ស្វែងរកក្រុម,Grupo(s) de búsqueda,Grupo(s) de pesquisa,Zoekgroep(en)
NEW - Create/Edit Assignment Wizard (teacher-to-student),No groups found,Nie znaleziono żadnych grup,ไม่พบกลุ่ม,Aucun groupe trouvé,Keine Gruppen gefunden,Nav atrasta neviena grupa,Nenašli sa žiadne skupiny,រកមិនឃើញក្រុមទេ។,No se encontraron grupos,Nenhum grupo encontrado,Geen groepen gevonden
NEW - Create/Edit Assignment Wizard (teacher-to-student),Distribution options,Opcje dystrybucji,ตัวเลือกการกระจาย,Options de distribution,Vertriebsoptionen,Izplatīšanas iespējas,Možnosti distribúcie,ជម្រើសចែកចាយ,Opciones de distribución,Opções de distribuição,Distributiemogelijkheden
NEW - Create/Edit Assignment Wizard (teacher-to-student),Publish immediately,Opublikuj natychmiast,เผยแพร่ทันที,Publier immédiatement,Sofort veröffentlichen,Nekavējoties publicēt,Okamžite publikovať,បោះផ្សាយភ្លាមៗ,Publicar inmediatamente,Publique imediatamente,Publiceer onmiddellijk
NEW - Create/Edit Assignment Wizard (teacher-to-student),Students can start working right away,Studenci mogą rozpocząć pracę od zaraz,นักศึกษาสามารถเริ่มทำงานได้ทันที,Les étudiants peuvent commencer à travailler immédiatement,Die Studierenden können sofort mit der Arbeit beginnen,Studenti var sākt strādāt uzreiz,Študenti môžu začať pracovať hneď,សិស្សអាចចាប់ផ្តើមធ្វើការភ្លាមៗ,Los estudiantes pueden comenzar a trabajar de inmediato.,Os alunos podem começar a trabalhar imediatamente,Studenten kunnen meteen aan de slag
NEW - Create/Edit Assignment Wizard (teacher-to-student),Schedule for later,Zaplanuj na później,กำหนดการในภายหลัง,Programmer pour plus tard,Planen Sie für später,Plānojiet vēlāk,Naplánujte na neskôr,កាលវិភាគសម្រាប់ពេលក្រោយ,Agenda para más tarde,Agendar para mais tarde,Plan voor later
NEW - Create/Edit Assignment Wizard (teacher-to-student),Set a specific date and time to publish,Ustaw konkretną datę i godzinę publikacji,กำหนดวันที่และเวลาที่ต้องการเผยแพร่,Définir une date et une heure spécifiques pour publier,Legen Sie ein bestimmtes Datum und eine bestimmte Uhrzeit für die Veröffentlichung fest,Iestatiet konkrētu publicēšanas datumu un laiku,Nastavte konkrétny dátum a čas zverejnenia,កំណត់កាលបរិច្ឆេទ និងពេលវេលាជាក់លាក់មួយដើម្បីផ្សព្វផ្សាយ,Establecer una fecha y hora específicas para publicar,Defina uma data e hora específicas para publicar,Stel een specifieke datum en tijd in om te publiceren
NEW - Create/Edit Assignment Wizard (teacher-to-student),Save as draft,Zapisz jako wersję roboczą,บันทึกเป็นฉบับร่าง,Enregistrer comme brouillon,Als Entwurf speichern,Saglabāt kā melnrakstu,Uložiť ako koncept,រក្សាទុកជាសេចក្តីព្រាង,Guardar como borrador,Salvar como rascunho,Opslaan als concept
NEW - Create/Edit Assignment Wizard (teacher-to-student),Keep working on it before publishing,Pracuj nad tym przed publikacją,ทำงานต่อไปก่อนที่จะเผยแพร่,Continuez à travailler dessus avant de publier,"Arbeiten Sie weiter daran, bevor Sie es veröffentlichen",Turpiniet strādāt ar to pirms publicēšanas,Pokračujte v práci pred publikovaním,បន្តធ្វើការលើវាមុនពេលបោះពុម្ព,Sigue trabajando en ello antes de publicar.,Continue trabalhando nisso antes de publicar,Blijf eraan werken voordat u het publiceert
NEW - Create/Edit Assignment Wizard (teacher-to-student),Create assignment,Utwórz zadanie,สร้างงาน,Créer un devoir,Aufgabe erstellen,Izveidot uzdevumu,Vytvorte úlohu,បង្កើតកិច្ចការ,Crear tarea,Criar tarefa,Opdracht maken
NEW - View Assignment Details Modal,Complete information about,Pełne informacje dot,ข้อมูลครบถ้วนเกี่ยวกับ,Informations complètes sur,Vollständige Informationen über,Pilnīga informācija par,Kompletné informácie o,ព័ត៌មានពេញលេញអំពី,Información completa sobre,Informações completas sobre,Volledige informatie over
NEW - View Assignment Details Modal,Assignment information,Informacje o zadaniu,ข้อมูลการมอบหมายงาน,Informations sur l'affectation,Informationen zur Aufgabe,Uzdevuma informācija,Informácie o zadaní,ព័ត៌មានអំពីកិច្ចការ,Información de la tarea,Informações de atribuição,Informatie over de opdracht
NEW - View Assignment Details Modal,Title,Tytuł,ชื่อเรื่อง,Titre,Titel,Nosaukums,Názov,ចំណងជើង,Título,Título,Titel
NEW - View Assignment Details Modal,No instructions provided,Brak instrukcji,ไม่มีคำแนะนำให้,Aucune instruction fournie,Keine Anleitung vorhanden,Nav sniegti norādījumi,Nie sú poskytnuté žiadne pokyny,មិនមានការណែនាំទេ។,No se proporcionan instrucciones,Nenhuma instrução fornecida,Geen instructies verstrekt
NEW - View Assignment Details Modal,Assignment settings,Ustawienia przypisania,การตั้งค่าการมอบหมาย,Paramètres d'affectation,Zuweisungseinstellungen,Uzdevuma iestatījumi,Nastavenia priradenia,ការកំណត់កិច្ចការ,Configuración de tareas,Configurações de atribuição,Toewijzingsinstellingen
NEW - View Assignment Details Modal,Feedback timings,Czasy informacji zwrotnej,การกำหนดเวลาข้อเสนอแนะ,Horaires des commentaires,Feedback-Timings,Atsauksmju laiki,Časovanie spätnej väzby,ពេលវេលាផ្តល់យោបល់,Horarios de comentarios,Tempos de feedback,Feedbacktijden
NEW - View Assignment Details Modal,Late submissions,Spóźnione zgłoszenia,การส่งล่าช้า,Soumissions tardives,Verspätete Einreichungen,Novēloti iesniegumi,Neskoré podania,ការដាក់ស្នើយឺត,Envíos tardíos,Envios atrasados,Late inzendingen
NEW - View Assignment Details Modal,Allowed,Dozwolone,ได้รับอนุญาต,Autorisé,Erlaubt,Atļauts,Povolené,អនុញ្ញាត,Permitido,Permitido,Toegestaan
NEW - View Assignment Details Modal,Not allowed,Niedozwolone,ไม่อนุญาต,Non autorisé,Nicht erlaubt,Nav atļauts,Nie je povolené,មិនអនុញ្ញាត,No permitido,Não permitido,Niet toegestaan
NEW - View Assignment Details Modal,Yes,Tak,ใช่,Oui,Ja,Jā,áno,បាទ,si,Sim,Ja
NEW - View Assignment Details Modal,No,Nie,ไม่,Non,Nein,Nē,Nie,ទេ,No,Não,Nee
NEW - View Assignment Details Modal,Assignment group & students,Grupa zadaniowa i uczniowie,กลุ่มที่ได้รับมอบหมายและนักเรียน,Groupe d'affectation et étudiants,Aufgabengruppe & Studenten,Uzdevumu grupa un studenti,Skupina úloh a študenti,ក្រុមកិច្ចការ និងសិស្ស,Grupo de tareas y estudiantes,Grupo de tarefas e alunos,Opdrachtgroep & studenten
NEW - View Assignment Details Modal,No groups assigned,Brak przypisanych grup,ไม่มีการกำหนดกลุ่ม,Aucun groupe attribué,Keine Gruppen zugewiesen,Nav piešķirta neviena grupa,Nie sú priradené žiadne skupiny,គ្មាន​ក្រុម​ត្រូវ​បាន​កំណត់,No hay grupos asignados,Nenhum grupo atribuído,Geen groepen toegewezen
NEW - View Assignment Details Modal,Content items,Elementy treści,รายการเนื้อหา,Éléments de contenu,Inhaltselemente,Satura vienumi,Položky obsahu,ធាតុមាតិកា,Elementos de contenido,Itens de conteúdo,Inhoud artikelen
NEW - View Assignment Details Modal,No content items added,Nie dodano żadnych elementów treści,ไม่มีการเพิ่มรายการเนื้อหา,Aucun élément de contenu ajouté,Keine Inhaltselemente hinzugefügt,Nav pievienots neviens satura vienums,Neboli pridané žiadne položky obsahu,មិនមានធាតុមាតិកាត្រូវបានបន្ថែមទេ។,No se agregaron elementos de contenido,Nenhum item de conteúdo adicionado,Geen inhoudsitems toegevoegd
NEW - View Assignment Details Modal,Error loading assignment,Błąd podczas ładowania zadania,เกิดข้อผิดพลาดในการโหลดงาน,Erreur de chargement de l'affectation,Fehler beim Laden der Aufgabe,"Ielādējot uzdevumu, radās kļūda",Pri načítavaní úlohy sa vyskytla chyba,មាន​បញ្ហា​ក្នុង​ការ​ផ្ទុក​កិច្ចការ,Error al cargar la tarea,Erro ao carregar atribuição,Fout bij het laden van de opdracht
NEW - View Submissions Page,Points,Punkty,คะแนน,Points,Punkte,Punkti,Body,ពិន្ទុ,Puntos,Pontos,Punten
NEW - View Submissions Page,Score,Wynik,คะแนน,Score,Punktzahl,Rezultāts,skóre,ពិន្ទុ,Puntuación,Pontuação,Scoren
NEW - View Submissions Page,Questions,Pytania,คำถาม,Questions,Fragen,Jautājumi,Otázky,សំណួរ,Preguntas,Perguntas,Vragen
NEW - View Submissions Page,Student,Studenta,นักศึกษา,Étudiant,Student,Students,Študent,សិស្ស,estudiante,Estudante,Student
NEW - View Submissions Page,Point,Punkt,จุด,Point,Punkt,Punkts,Bod,ចំណុច,Punto,Ponto,Punt
NEW - View Submissions Page,Loading question...,Ładowanie pytania...,กำลังโหลดคำถาม...,Chargement de la question...,Frage wird geladen...,Notiek jautājuma ielāde...,Načítava sa otázka...,កំពុងផ្ទុកសំណួរ...,Cargando pregunta...,Carregando pergunta...,Vraag laden...
NEW - View Submissions Page,Result,Wynik,ผลลัพธ์,Résultat,Ergebnis,Rezultāts,Výsledok,លទ្ធផល,Resultado,Resultado,Resultaat
NEW - View Submissions Page,Correct,Poprawne,ถูกต้อง,Correct,Richtig,Pareizi,Správne,ត្រឹមត្រូវ។,Correcto,Correto,Juist
NEW - View Submissions Page,Incorrect,Niepoprawne,ไม่ถูกต้อง,Incorrect,Falsch,Nepareizi,Nesprávne,មិនត្រឹមត្រូវ,Incorrecto,Incorreto,Onjuist
NEW - View Submissions Page,Not answered,Brak odpowiedzi,ไม่ตอบ,Pas de réponse,Nicht beantwortet,Neatbildēja,Nezodpovedané,មិនបានឆ្លើយ,No respondido,Não respondido,Niet beantwoord
NEW - View Submissions Page,Feedback for this question,Opinia dotycząca tego pytania,ข้อเสนอแนะสำหรับคำถามนี้,Commentaires pour cette question,Feedback zu dieser Frage,Atsauksmes par šo jautājumu,Spätná väzba na túto otázku,មតិប្រតិកម្មចំពោះសំណួរនេះ។,Comentarios para esta pregunta,Feedback para esta pergunta,Feedback voor deze vraag
NEW - View Submissions Page,Provide specific feedback for this item...,Podaj konkretną opinię na temat tego elementu...,ให้ข้อเสนอแนะเฉพาะสำหรับรายการนี้...,Fournissez des commentaires spécifiques pour cet article...,Geben Sie spezifisches Feedback zu diesem Artikel ...,Sniedziet konkrētas atsauksmes par šo vienumu...,Poskytnite konkrétnu spätnú väzbu pre túto položku...,ផ្តល់មតិកែលម្អជាក់លាក់សម្រាប់ធាតុនេះ...,Proporcione comentarios específicos para este artículo...,Forneça feedback específico para este item...,Geef specifieke feedback voor dit item...
NEW - View Submissions Page,This feedback will be shown to the student alongside their response,Ta opinia zostanie pokazana uczniowi wraz z odpowiedzią,ข้อเสนอแนะนี้จะแสดงให้นักเรียนเห็นควบคู่ไปกับการตอบกลับของพวกเขา,Ce feedback sera montré à l'étudiant avec sa réponse,Dieses Feedback wird dem Schüler zusammen mit seiner Antwort angezeigt,Šīs atsauksmes tiks rādītas skolēnam kopā ar viņu atbildi,Táto spätná väzba sa študentovi zobrazí spolu s jeho odpoveďou,មតិ​កែលម្អ​នេះ​នឹង​ត្រូវ​បាន​បង្ហាញ​ដល់​សិស្ស​រួម​នឹង​ការ​ឆ្លើយតប​របស់​ពួកគេ។,Estos comentarios se mostrarán al estudiante junto con su respuesta.,Este feedback será mostrado ao aluno junto com sua resposta,Deze feedback wordt samen met de reactie aan de student getoond
NEW - View Submissions Page,Overview,Przegląd,ภาพรวม,Aperçu,Übersicht,Pārskats,Prehľad,ទិដ្ឋភាពទូទៅ,Descripción general,Visão geral,Overzicht
NEW - View Submissions Page,Details,Szczegóły,รายละเอียด,Détails,Einzelheiten,Sīkāka informācija,Podrobnosti,ព័ត៌មានលម្អិត,Detalles,Detalhes,Details
NEW - View Submissions Page,Assignment overview,Przegląd zadań,ภาพรวมการมอบหมายงาน,Aperçu des missions,Aufgabenübersicht,Uzdevuma pārskats,Prehľad zadaní,ទិដ្ឋភាពទូទៅនៃកិច្ចការ,Descripción general de la tarea,Visão geral da tarefa,Overzicht opdrachten
NEW - View Submissions Page,Answered,Odpowiedziano,ตอบแล้ว,Répondu,Beantwortet,Atbildēja,Odpovedané,ឆ្លើយ,Respondido,Respondido,Beantwoord
NEW - View Submissions Page,Total items,Łączna liczba elementów,รายการทั้งหมด,Total des articles,Gesamtzahl der Artikel,Vienumu kopskaits,Celkový počet položiek,ធាតុសរុប,Artículos totales,Total de itens,Totaal aantal artikelen
NEW - View Submissions Page,Partial,Częściowe,บางส่วน,Partielle,Teilweise,Daļēja,Čiastočné,ផ្នែក,Parcial,Parcial,Gedeeltelijk
NEW - View Submissions Page,Skipped,Pominięte,ข้ามไป,Sauté,Übersprungen,Izlaists,Preskočené,បានរំលង,Saltado,Ignorado,Overgeslagen
NEW - View Submissions Page,Overall grade,Ogólna ocena,เกรดโดยรวม,Note globale,Gesamtnote,Kopējā atzīme,Celková známka,ថ្នាក់សរុប,Calificación general,Nota geral,Algemeen cijfer
NEW - View Submissions Page,Score(%),Wynik (%),คะแนน(%),Note(%),Punktzahl (%),Rezultāts (%),skóre (%),ពិន្ទុ(%),Puntuación(%),Pontuação (%),Score(%)
NEW - View Submissions Page,Enter score out of 100,Wpisz wynik na 100,ใส่คะแนนเต็ม 100,Entrez une note sur 100,Geben Sie eine Punktzahl von 100 ein,Ievadiet punktu skaitu no 100,Zadajte skóre zo 100,បញ្ចូលពិន្ទុចេញពី 100,Introduzca la puntuación sobre 100,Digite a pontuação de 100,Voer een score van 100 in
NEW - View Submissions Page,Overall feedback,Ogólna informacja zwrotna,ข้อเสนอแนะโดยรวม,Commentaires globaux,Allgemeines Feedback,Kopējās atsauksmes,Celková spätná väzba,មតិទូទៅ,Comentarios generales,Feedback geral,Algemene feedback
NEW - View Submissions Page,Provide overall feedback for the student...,Przekaż uczniowi ogólną informację zwrotną...,แสดงความคิดเห็นโดยรวมสำหรับนักเรียน...,Fournir un feedback global à l'étudiant...,Geben Sie dem Schüler ein allgemeines Feedback...,Sniedziet studentam vispārēju atgriezenisko saiti...,Poskytnite študentom celkovú spätnú väzbu...,ផ្តល់មតិទូទៅសម្រាប់សិស្ស...,Proporcionar retroalimentación general al estudiante...,Fornecer feedback geral para o aluno...,Geef algemene feedback aan de student...
NEW - View Submissions Page,This feedback will be visible to the student,Ta opinia będzie widoczna dla ucznia,ความคิดเห็นนี้จะปรากฏแก่นักเรียน,Ce feedback sera visible par l'étudiant,Dieses Feedback ist für den Studierenden sichtbar,Šīs atsauksmes būs redzamas studentam,Táto spätná väzba bude viditeľná pre študenta,មតិកែលម្អនេះនឹងអាចមើលឃើញដោយសិស្ស,Esta retroalimentación será visible para el estudiante.,Este feedback ficará visível para o aluno,Deze feedback is zichtbaar voor de student
NEW - View Submissions Page,Teacher notes,Notatki nauczyciela,บันทึกของครู,Notes de l'enseignant,Notizen des Lehrers,Skolotāja piezīmes,Poznámky učiteľa,ចំណាំរបស់គ្រូ,notas del profesor,Notas do professor,Aantekeningen van de docent
NEW - View Submissions Page,Private notes,Prywatne notatki,บันทึกส่วนตัว,Notes privées,Private Notizen,Privātas piezīmes,Súkromné poznámky,កំណត់ចំណាំឯកជន,notas privadas,Notas privadas,Privé notities
NEW - View Submissions Page,Add private notes for your references...,Dodaj prywatne notatki do swoich referencji...,เพิ่มบันทึกส่วนตัวสำหรับการอ้างอิงของคุณ...,Ajoutez des notes privées pour vos références...,Fügen Sie private Notizen für Ihre Referenzen hinzu ...,Pievienojiet privātas piezīmes savām atsaucēm...,Pridajte súkromné poznámky pre vaše referencie...,បន្ថែមកំណត់ចំណាំឯកជនសម្រាប់ឯកសារយោងរបស់អ្នក...,Agregue notas privadas para sus referencias...,Adicione notas privadas para suas referências...,Voeg privénotities toe voor uw referenties...
NEW - View Submissions Page,Submission details,Szczegóły zgłoszenia,รายละเอียดการส่ง,Détails de la soumission,Einzelheiten zur Einreichung,Iesniegšanas informācija,Podrobnosti o odoslaní,ព័ត៌មានលម្អិតនៃការដាក់ស្នើ,Detalles de envío,Detalhes do envio,Inzendingsgegevens
NEW - View Submissions Page,Email,E-mail,อีเมล,Courriel,E-Mail,E-pasts,Email,អ៊ីមែល,Correo electrónico,E-mail,E-mail
NEW - View Submissions Page,Grade,Ocena,เกรด,Note,Note,Novērtējums,stupňa,ថ្នាក់,Grado,Nota,Rang
NEW - View Submissions Page,Submitted,Przesłane,ส่งแล้ว,Soumis,Eingereicht,Iesniegts,Predložené,បានដាក់ស្នើ,Enviado,Enviado,Ingezonden
NEW - View Submissions Page,Time Spent,Czas spędzony,เวลาที่ใช้ไป,Temps passé,Zeitaufwand,Pavadītais laiks,Strávený čas,ពេលវេលាចំណាយ,Tiempo invertido,Tempo gasto,Tijd besteed
NEW - View Submissions Page,Attempts,Próby,ความพยายาม,Tentatives,Versuche,Mēģinājumi,Pokusy,ការប៉ុនប៉ង,Intentos,Tentativas,Pogingen
NEW - View Submissions Page,Completion,Zakończenie,เสร็จสิ้น,Achèvement,Fertigstellung,Pabeigšana,Dokončenie,ការបញ្ចប់,Finalización,Conclusão,Voltooiing
